Type,From,To
Dependency,EA Account & Auth (OAuth),EA App / Origin Launcher
Dependency,Apex Game Server,EA App / Origin Launcher
Dependency,Matchmaking Service,EA App / Origin Launcher
Dependency,Player Account & Inventory,EA App / Origin Launcher
Dependency,Anti-Cheat (Upgraded EAC + Server-Side),EA App / Origin Launcher
Dependency,In-Game Store,EA App / Origin Launcher
Dependency,EA Novafusion Backend,EA App / Origin Launcher
Dependency,Matchmaking Service,EA Account & Auth (OAuth)
Dependency,Player Account & Inventory,EA Account & Auth (OAuth)
Dependency,Apex Game Server,Matchmaking Service
Dependency,In-Game Store,Player Account & Inventory
Dependency,Analytics Service,Apex Game Server
Dependency,Apex Game Server,AWS EKS Orchestration
Dependency,Server-Side Cheat Detection,Apex Game Server
Dependency,Anti-Cheat (Upgraded EAC + Server-Side),Server-Side Cheat Detection
Hosted-on,AWS EKS Orchestration,AWS Region us-east-1
Hosted-on,AWS EKS Orchestration,AWS Region eu-west-1
Hosted-on,AWS EKS Orchestration,AWS Region ap-southeast-1
Hosted-on,AWS EKS Orchestration,AWS Region sa-east-1
Hosted-on,Apex Game Server,AWS Region us-east-1
Hosted-on,Apex Game Server,AWS Region eu-west-1
Hosted-on,Apex Game Server,AWS Region ap-southeast-1
Hosted-on,Apex Game Server,AWS Region sa-east-1
Hosted-on,EA Account & Auth (OAuth),AWS Region us-east-1
Hosted-on,EA Account & Auth (OAuth),AWS Region eu-west-1
Hosted-on,Matchmaking Service,AWS Region us-east-1
Hosted-on,Player Account & Inventory,Amazon DynamoDB
Hosted-on,In-Game Store,AWS Region us-east-1
Hosted-on,EA Novafusion Backend,AWS Region us-east-1
Hosted-on,Analytics Service,AWS Region us-east-1
Hosted-on,Server-Side Cheat Detection,AWS Region us-east-1
