Type,From,To
Hosted-on,Game Server,AWS Compute ECS/EKS (Fargate multi-AZ)
Hosted-on,Game Server,AWS Networking & Edge AWS Global Accelerator
Hosted-on,Authentication Service,AWS Database Aurora Global Database
Hosted-on,Authentication Service,AWS Compute ECS/EKS (Fargate multi-AZ)
Hosted-on,Authentication Service,AWS Networking & Edge Application Load Balancer
Hosted-on,Authentication Service,AWS Networking & Edge Route 53 (Standard)
Hosted-on,Matchmaking Service,AWS Compute ECS/EKS (Fargate multi-AZ)
Hosted-on,Inventory & Store,AWS Database Aurora Global Database
Hosted-on,Inventory & Store,AWS Compute ECS/EKS (Fargate multi-AZ)
Hosted-on,Social & Friends Service,AWS Compute ECS/EKS (Fargate multi-AZ)
Hosted-on,Telemetry & Observability,AWS Compute ECS/EKS (Fargate multi-AZ)
Hosted-on,Patch & Asset CDN,AWS Networking & Edge CloudFront CDN
Dependency,AWS Compute ECS/EKS (Fargate multi-AZ),Game Server
Dependency,AWS Compute ECS/EKS (Fargate multi-AZ),Authentication Service
Dependency,AWS Compute ECS/EKS (Fargate multi-AZ),Matchmaking Service
Dependency,AWS Compute ECS/EKS (Fargate multi-AZ),Inventory & Store
Dependency,AWS Compute ECS/EKS (Fargate multi-AZ),Social & Friends Service
Dependency,AWS Compute ECS/EKS (Fargate multi-AZ),Telemetry & Observability
Dependency,AWS Networking & Edge AWS Global Accelerator,Game Server
Dependency,AWS Database Aurora Global Database,Authentication Service
Dependency,AWS Database Aurora Global Database,Inventory & Store
Dependency,AWS Networking & Edge Application Load Balancer,Authentication Service
Dependency,AWS Networking & Edge Route 53 (Standard),Authentication Service
Dependency,AWS Networking & Edge CloudFront CDN,Patch & Asset CDN
Dependency,Authentication Service,Matchmaking Service
Dependency,Authentication Service,Inventory & Store
Dependency,Authentication Service,Social & Friends Service
Dependency,Matchmaking Service,Game Server
Dependency,Vanguard Anti-Cheat,Game Server
Dependency,Game Server,Telemetry & Observability
Dependency,Game Server,Patch & Asset CDN
