Type,From,To
Hosted-on,Lobby & Matchmaking Service,Photon Cloud (Exit Games)
Hosted-on,Game Session Server,Custom Hazel .NET Server
Hosted-on,Game Session Server,VPS Texas (NA)
Hosted-on,Game Session Server,VPS Germany (EU)
Hosted-on,Game Session Server,VPS Japan (Asia)
Hosted-on,Account & Auth Service,Custom Hazel .NET Server
Dependency,Photon Cloud (Exit Games),Game Session Server
Dependency,Custom Hazel .NET Server,Lobby & Matchmaking Service
Dependency,VPS Texas (NA),Lobby & Matchmaking Service
Dependency,VPS Germany (EU),Lobby & Matchmaking Service
Dependency,VPS Japan (Asia),Lobby & Matchmaking Service
Dependency,Account & Auth Service,Lobby & Matchmaking Service
Dependency,Lobby & Matchmaking Service,Game Session Server
Dependency,Game Session Server,In-Game Chat
Dependency,Game Session Server,Reporting & Moderation
